date,open,high,low,close,adj_close,volume
2020-11-06,9.907962799072266,9.93997573852539,9.785914421081543,9.933974266052246,7.746541976928711,59726
2020-11-09,9.713484764099121,9.713484764099121,9.683874130249023,9.683874130249023,7.551511764526367,500
2020-11-10,9.603841781616211,9.603841781616211,9.603841781616211,9.603841781616211,7.489103317260742,5498
2020-11-11,9.603841781616211,9.603841781616211,9.603841781616211,9.603841781616211,7.489103317260742,0
2020-11-12,9.603841781616211,9.603841781616211,9.603841781616211,9.603841781616211,7.489103317260742,0
2020-11-13,9.970388412475586,10.268107414245605,9.607843399047852,9.703882217407227,7.567112922668457,22491
2020-11-16,9.703882217407227,9.703882217407227,9.703882217407227,9.703882217407227,7.567112922668457,0
2020-11-17,9.703882217407227,9.703882217407227,9.703882217407227,9.703882217407227,7.567112922668457,0
2020-11-18,10.17206859588623,10.418167114257812,9.651861190795898,9.745497703552246,7.5995659828186035,11745
2020-11-19,9.803921699523926,10.528210639953613,9.727890968322754,9.727890968322754,7.585836887359619,3499
2020-11-20,9.739895820617676,9.739895820617676,9.739895820617676,9.739895820617676,7.595196723937988,500
2020-11-23,9.794318199157715,9.794318199157715,9.794318199157715,9.794318199157715,7.637637138366699,750
2020-11-24,9.96398639678955,9.96398639678955,9.687874794006348,9.70788288116455,7.570235252380371,451070
2020-11-25,9.703882217407227,9.703882217407227,9.687874794006348,9.687874794006348,7.55463171005249,500
2020-11-27,9.735493659973145,9.903962135314941,9.735493659973145,9.903962135314941,7.723135948181152,5748
2020-11-30,9.799920082092285,9.822328567504883,9.797919273376465,9.803921699523926,7.645125389099121,12245
2020-12-01,9.803921699523926,9.803921699523926,9.743898391723633,9.759103775024414,7.6101765632629395,14494
2020-12-02,9.73109245300293,9.849940299987793,9.73109245300293,9.799920082092285,7.64200496673584,7497
2020-12-03,9.759903907775879,9.803921699523926,9.753902435302734,9.753902435302734,7.606121063232422,8996
2020-12-04,9.795918464660645,9.799920082092285,9.795918464660645,9.795918464660645,7.63888692855835,1499
2020-12-07,9.795918464660645,10.00400161743164,9.76750659942627,9.803921699523926,7.645125389099121,56727
2020-12-08,9.803921699523926,9.991996765136719,9.795918464660645,9.915966033935547,7.7324981689453125,41234
2020-12-09,9.99599838256836,10.00400161743164,9.811924934387207,9.955982208251953,7.763702869415283,36985
2020-12-10,9.991996765136719,9.991996765136719,9.923970222473145,9.923970222473145,7.738739490509033,12995
2020-12-11,9.915966033935547,9.96398639678955,9.863945960998535,9.959983825683594,7.766822814941406,1006847
2020-12-14,9.983993530273438,9.987995147705078,9.795918464660645,9.93997573852539,7.751219749450684,169932
2020-12-15,9.983993530273438,9.983993530273438,9.803921699523926,9.839936256408691,7.673210620880127,31238
2020-12-16,9.847938537597656,9.93997573852539,9.839936256408691,9.901961326599121,7.721576690673828,68223
2020-12-17,9.931973457336426,9.93997573852539,9.843937873840332,9.87594985961914,7.701292514801025,94212
2020-12-18,9.911965370178223,9.943978309631348,9.843937873840332,9.843937873840332,7.67633056640625,67973
2020-12-21,9.843937873840332,9.983993530273438,9.843937873840332,9.923970222473145,7.738739490509033,16743
